Country,City,Year,Station Type,PM10,PM10 Type,PM2.5,PM2.5 Type,Reference,LAT,LNG,OpenAQ
India,Durgapur,2012,"1 station, NA",108,Measured,57.8226426,Converted,Open Government Data (OGD) Plateform India,23.52044487,87.31192017,Yes
India,Faridabad,2015,2 N.A.,117.26,Measured,77.195,Measured,CPCB,28.40954741,77.3149207,Yes
India,Faridabad,2016,1 N.A.,315.8777237,Converted,171.53,Measured,CPCB,28.41012222,77.313775,Yes
India,Firozabad,2012,"3 stations, NA",211.6666667,Measured,113.3252409,Converted,Open Government Data (OGD) Plateform India,27.15910149,78.39575958,No
India,Gauhati,2015,2 N.A.,75.95,Measured,33.5,Measured,"MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",26.153075,91.663725,No
India,Gauhati,2016,2 N.A.,81.33,Measured,39.96,Measured,"MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",26.153075,91.663725,No
India,Gaya,2016,1 N.A.,274.6458562,Converted,149.14,Measured,CPCB,24.7489694,84.9438395,No
India,Gobindgarh,2012,"3 stations, NA",201,Measured,107.6143626,Converted,Open Government Data (OGD) Plateform India,30.67671967,76.29392242,No
India,Golaghat,2012,"1 station, NA",55,Measured,29.44671614,Converted,Open Government Data (OGD) Plateform India,26.50896072,93.96954346,No
India,Guntur,2012,"1 station, NA",75,Measured,40.15461292,Converted,Open Government Data (OGD) Plateform India,16.30665207,80.4365387,No
India,Gurgaon,2016,2 N.A.,124.34,Measured,119.63,Measured,CPCB,29.57805585,76.9397403,Yes
India,Guwahati,2010,3 N.A.,108.5724485,Measured,58.9577254,Converted,CPCB,26.28055556,92.26527778,No
India,Guwahati,2012,4 N.A.,99.84161623,Measured,54.21665139,Converted,CPCB,26.26361111,92.28722222,No
India,Guwahati,2013,4 N.A.,152.7132073,Measured,82.92733067,Converted,CPCB,26.26361111,92.28722222,No
India,Guwahati,2014,5 N.A.,97.09405309,Measured,52.72465158,Converted,CPCB,26.26288889,92.25144444,No
India,Guwahati,2015,5 N.A.,98.92114062,Measured,53.71680868,Converted,CPCB,26.26288889,92.25144444,No
India,Gwalior,2012,"2 stations, NA",329,Measured,176.144902,Converted,Open Government Data (OGD) Plateform India,26.21828651,78.18283081,No
India,Hassan,2012,"1 station, NA",36,Measured,19.2742142,Converted,Open Government Data (OGD) Plateform India,13.006814,76.09954834,No
India,Howrah,2012,"1 station, NA",186,Measured,99.58344004,Converted,Open Government Data (OGD) Plateform India,22.59576988,88.26364136,Yes
India,Hyderabad,2014,1 N.A.,93.66666667,Measured,43.96892655,Measured,CPCB,17.89027778,78.31361111,Yes
India,Hyderabad,2015,"2 N.A., 1 Urban",80.59,Measured,38.58057221,Measured,"AirNow DOS, MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",17.49937059,78.425074,Yes
India,Hyderabad,2016,"3 N.A., 1 Urban",84.03,Measured,43.99845699,Measured,"AirNow DOS, CPCB, MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",17.46195144,78.43166475,Yes
India,Indore,2012,"3 stations, NA",142.6666667,Measured,76.38299702,Converted,Open Government Data (OGD) Plateform India,26.91241646,75.78728485,No
India,Jabalpur,2015,2 N.A.,87.87,Measured,41.4,Measured,"MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",23.16326944,79.96868889,No
India,Jabalpur,2016,2 N.A.,78.81,Measured,38.03,Measured,"MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",23.16326944,79.96868889,No
India,Jaipur,2016,1 N.A.,192.5872579,Converted,104.58,Measured,CPCB,26.9738778,75.77387778,Yes
India,Jalandhar,2012,"3 stations, NA",140.3333333,Measured,75.1337424,Converted,Open Government Data (OGD) Plateform India,31.32601547,75.5761795,Yes
India,Jalgaon,2012,1 N.A.,133.6930693,Measured,72.59889018,Converted,CPCB,21.02138889,75.94055556,No
India,Jalgaon,2013,1 N.A.,114.8153846,Measured,62.34780562,Converted,CPCB,21.02138889,75.94055556,No
India,Jammu,2012,"3 stations, NA",119.3333333,Measured,63.89045078,Converted,Open Government Data (OGD) Plateform India,32.72660065,74.85702515,No
India,Jamnagar,2012,"1 station, NA",101,Measured,54.07487873,Converted,Open Government Data (OGD) Plateform India,22.47070122,70.05773163,No
India,Jhansi,2012,"2 stations, NA",109.5,Measured,58.62573486,Converted,Open Government Data (OGD) Plateform India,25.44412041,78.56760406,No
India,Jodhpur,2016,1 N.A.,180.1569271,Converted,97.83,Measured,CPCB,26.2920639,73.03791111,Yes
India,Kakinada,2012,"1 station, NA",58,Measured,31.05290066,Converted,Open Government Data (OGD) Plateform India,16.94518089,82.23864746,No
India,Kanpur,2011,1 N.A.,138.7300885,Measured,75.33412549,Converted,CPCB,26.82583333,80.47972222,Yes
India,Kanpur,2015,1 N.A.,198.7379697,Converted,107.92,Measured,CPCB,26.4703088,80.3251749,Yes
India,Kanpur,2016,1 N.A.,318.5479429,Converted,172.98,Measured,CPCB,26.4703088,80.3251749,Yes
India,Khanna,2012,"2 stations, NA",212.5,Measured,113.7714033,Converted,Open Government Data (OGD) Plateform India,30.70439911,76.22309875,Yes
India,Khurja,2012,"2 stations, NA",168,Measured,89.94633294,Converted,Open Government Data (OGD) Plateform India,28.25288391,77.85142517,No
India,Kochi,2012,"7 stations, NA",70.28571429,Measured,37.63060868,Converted,Open Government Data (OGD) Plateform India,9.931233406,76.26730347,No
India,Kohima,2012,"2 stations, NA",81.5,Measured,43.63467937,Converted,Open Government Data (OGD) Plateform India,25.67034912,94.10951233,No
India,Kolhapur,2012,"3 stations, NA",110,Measured,58.89343228,Converted,Open Government Data (OGD) Plateform India,16.69130707,74.24486542,No
India,Kolkata,2015,1 Urban,95.27105508,Converted,51.73471521,Measured,AirNow DOS,22.551462,88.350983,Yes
India,Kolkata,2016,1 Urban,136.1013575,Converted,73.9066547,Measured,AirNow DOS,22.551462,88.350983,Yes
India,Kollam,2012,1 N.A.,55.79237288,Measured,30.29674143,Converted,CPCB,9.550555556,77.02805556,No
India,Korba,2012,"3 stations, NA",80.66666667,Measured,43.18851701,Converted,Open Government Data (OGD) Plateform India,22.34797859,82.70040131,No
India,Kota,2012,"3 stations, NA",156.3333333,Measured,83.70005982,Converted,Open Government Data (OGD) Plateform India,25.21381569,75.86475372,Yes
India,Kothagudem,2012,"1 station, NA",63,Measured,33.72987485,Converted,Open Government Data (OGD) Plateform India,17.55600357,80.61439514,No
India,Kottayam,2012,"2 stations, NA",56,Measured,29.98211098,Converted,Open Government Data (OGD) Plateform India,9.591567039,76.52215576,No
India,Kozhikode,2012,"2 stations, NA",55.5,Measured,29.71441356,Converted,Open Government Data (OGD) Plateform India,11.25875282,75.78041077,No
India,Kurnool,2012,"1 station, NA",74,Measured,39.61921808,Converted,Open Government Data (OGD) Plateform India,15.82812595,78.03727722,No
India,Lucknow,2015,3 N.A.,198.2162027,Converted,107.6366667,Measured,CPCB,26.84417037,80.94226944,Yes
India,Lucknow,2016,3 N.A.,254.8923726,Converted,138.4133333,Measured,CPCB,26.84417037,80.94226944,Yes
India,Ludhiana,2012,"4 stations, NA",227.75,Measured,121.9361746,Converted,Open Government Data (OGD) Plateform India,30.90096474,75.85727692,Yes
India,Madurai,2012,"3 stations, NA",48.33333333,Measured,25.87741721,Converted,Open Government Data (OGD) Plateform India,9.925201416,78.11977386,No
India,Margherita,2012,"1 station, NA",54,Measured,28.9113213,Converted,Open Government Data (OGD) Plateform India,27.2827282,95.67275238,No
India,Meerut,2012,"2 stations, NA",129,Measured,69.06593422,Converted,Open Government Data (OGD) Plateform India,28.98446274,77.70641327,No
India,Mumbai,2015,"13 N.A., 1 Urban",105.1818182,Measured,66.19342366,Measured,"AirNow DOS, CPCB, MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",19.06117279,72.91509643,Yes
India,Mumbai,2016,"13 N.A., 1 Urban",103.9090909,Measured,63.86953687,Measured,"AirNow DOS, CPCB, MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",19.06117279,72.91509643,Yes
India,Muzaffarpur,2015,1 N.A.,214.39,Measured,196.69,Measured,CPCB,26.1237072,85.3803361,Yes
India,Muzaffarpur,2016,1 N.A.,220.9468273,Converted,119.98,Measured,CPCB,26.0762,85.4115,Yes
India,Nagaon,2012,"1 station, NA",79,Measured,42.29619228,Converted,Open Government Data (OGD) Plateform India,23.45000076,75.41670227,No
India,Nagda,2012,"3 stations, NA",103,Measured,55.14566841,Converted,Open Government Data (OGD) Plateform India,23.45000076,75.41670227,No
India,Nagpur,2012,1 N.A.,57.27319588,Measured,31.10086768,Converted,CPCB,21.24944444,79.15611111,Yes
India,Nagpur,2013,1 N.A.,60.91808874,Measured,33.08014139,Converted,CPCB,21.24944444,79.15611111,Yes
India,Nagpur,2014,1 N.A.,62.67892977,Measured,34.03632487,Converted,CPCB,21.24944444,79.15611111,Yes
India,Nagpur,2015,1 N.A.,55.14802632,Measured,29.94684412,Converted,CPCB,21.24944444,79.15611111,Yes
India,Nagpur,2016,1 N.A.,85.87,Measured,84.39,Measured,CPCB,21.1528765,79.0729793,Yes
India,Nalbari,2012,"1 station, NA",82,Measured,43.90237679,Converted,Open Government Data (OGD) Plateform India,26.44290733,91.44104004,No
India,Nalgonda,2012,1 N.A.,78.87850467,Measured,42.83312462,Converted,CPCB,17.10444444,79.43888889,No
India,Nanded,2012,"3 stations, NA",52.66666667,Measured,28.19746152,Converted,Open Government Data (OGD) Plateform India,19.13825226,77.32095337,No
India,Nashik,2012,1 N.A.,94.39871383,Measured,51.26101072,Converted,CPCB,20.67083333,74.32722222,Yes
India,Nashik,2013,1 N.A.,85.69155844,Measured,46.53279391,Converted,CPCB,20.67083333,74.32722222,Yes
India,Nashik,2014,1 N.A.,73.68910256,Measured,40.01514134,Converted,CPCB,20.67083333,74.32722222,Yes
India,Nashik,2015,1 N.A.,77.03521127,Measured,41.83216731,Converted,CPCB,20.67083333,74.32722222,Yes
India,Navi Mumbai,2014,1 N.A.,97.34,Measured,39.72,Measured,CPCB,19.1568793,72.9972813,Yes
India,Navi Mumbai,2015,1 N.A.,112.97,Measured,36.07,Measured,CPCB,19.1568793,72.9972813,Yes
India,Navi Mumbai,2016,1 N.A.,66.82,Measured,41.27,Measured,CPCB,19.1568793,72.9972813,Yes
India,Naya Nangal,2012,"2 stations, NA",88.5,Measured,47.38244325,Converted,Open Government Data (OGD) Plateform India,31.38664055,76.35504913,No
India,Nellore,2012,"1 station, NA",62,Measured,33.19448001,Converted,Open Government Data (OGD) Plateform India,14.4425993,79.98645782,No
India,Noida,2012,"2 stations, NA",136,Measured,72.81369809,Converted,Open Government Data (OGD) Plateform India,28.53551674,77.39102936,Yes
India,Panaji,2012,"1 station, NA",67,Measured,35.87145421,Converted,Open Government Data (OGD) Plateform India,15.49300003,73.81800079,No
India,Panchkula,2015,1 N.A.,59.23,Measured,53.93,Measured,CPCB,30.6942091,76.860565,Yes
India,Panchkula,2016,1 N.A.,100.8237939,Converted,54.75,Measured,CPCB,30.7057778,76.85318056,Yes
India,Parwanoo,2012,"2 stations, NA",79.5,Measured,42.56388969,Converted,Open Government Data (OGD) Plateform India,30.83806038,76.95850372,No
India,Pathanamthitta,2012,"1 station, NA",23,Measured,12.3140813,Converted,Open Government Data (OGD) Plateform India,9.26475811,76.78704071,No
India,Patiala,2015,2 N.A.,159.14,Measured,81.51,Measured,"MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",30.35271389,76.3717625,Yes
India,Patiala,2016,2 N.A.,183.72,Measured,101.15,Measured,"MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",30.35271389,76.3717625,Yes
India,Patna,2016,1 N.A.,265.6776028,Converted,144.27,Measured,CPCB,25.3636,85.0755,Yes
India,Puducherry,2012,"3 stations, NA",41.66666667,Measured,22.30811829,Converted,Open Government Data (OGD) Plateform India,11.91385937,79.81447601,No
India,Pune,2012,1 N.A.,88.63636364,Measured,48.13190141,Converted,CPCB,18.86777778,74.43527778,Yes
India,Pune,2013,1 N.A.,85.95081967,Measured,46.67357965,Converted,CPCB,18.86777778,74.43527778,Yes
India,Pune,2014,1 N.A.,92.80887372,Measured,50.39768528,Converted,CPCB,18.86777778,74.43527778,Yes
India,Pune,2015,13 N.A.,104.7163942,Measured,50.11083333,Measured,"CPCB, MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",18.57619857,73.89866207,Yes
India,Pune,2016,13 N.A.,88.965,Measured,50.42230769,Measured,"CPCB, MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",18.55636951,73.84594839,Yes
India,Raebareli,2012,"3 stations, NA",163,Measured,87.26935875,Converted,Open Government Data (OGD) Plateform India,26.2345295,81.24086761,No
India,Raipur,2012,"3 stations, NA",268.3333333,Measured,143.6642818,Converted,Open Government Data (OGD) Plateform India,21.25138474,81.62963867,No
India,Rajkot,2012,"2 stations, NA",98.5,Measured,52.73639163,Converted,Open Government Data (OGD) Plateform India,22.30389595,70.80216217,No
India,Ramagundam,2012,"1 station, NA",82,Measured,43.90237679,Converted,Open Government Data (OGD) Plateform India,18.75955009,79.48163605,No
India,Raniganj,2012,"1 station, NA",126,Measured,67.4597497,Converted,Open Government Data (OGD) Plateform India,23.62905693,87.09239197,No
India,Rayagada,2012,"2 stations, NA",54,Measured,28.9113213,Converted,Open Government Data (OGD) Plateform India,19.16670036,83.41670227,No
India,Rishikesh,2012,"1 station, NA",109,Measured,58.35803744,Converted,Open Government Data (OGD) Plateform India,30.08692741,78.26760864,No
India,Rourkela,2012,"2 stations, NA",98,Measured,52.46869421,Converted,Open Government Data (OGD) Plateform India,22.26042366,84.85358429,No
India,Salem,2012,"1 station, NA",60,Measured,32.12369034,Converted,Open Government Data (OGD) Plateform India,11.66432476,78.14601135,No
India,Sambalpur,2012,"1 station, NA",53,Measured,28.37592646,Converted,Open Government Data (OGD) Plateform India,21.46622276,83.97516632,No
India,Sangli,2012,"3 stations, NA",80,Measured,42.83158711,Converted,Open Government Data (OGD) Plateform India,16.85437965,74.56417084,No
India,Shillong,2012,"2 stations, NA",65,Measured,34.80066453,Converted,Open Government Data (OGD) Plateform India,31.10460472,77.17342377,No
India,Shimla,2012,"2 stations, NA",57.5,Measured,30.78520324,Converted,Open Government Data (OGD) Plateform India,31.10460472,77.17342377,No
India,Sibsagar,2012,"2 stations, NA",109,Measured,58.35803744,Converted,Open Government Data (OGD) Plateform India,26.98329926,94.63330078,No
India,Silchar,2012,"2 stations, NA",90.5,Measured,48.45323292,Converted,Open Government Data (OGD) Plateform India,24.81871414,92.79138184,No
India,Singrauli,2012,"3 stations, NA",64,Measured,34.26526969,Converted,Open Government Data (OGD) Plateform India,24.20000076,82.66999817,No
India,Solapur,2016,1 N.A.,70.97258481,Converted,38.54,Measured,CPCB,17.6599188,75.9063906,Yes
India,Sunder Nagar,2011,1 N.A.,55.87550201,Measured,30.34188276,Converted,CPCB,31.89222222,77.48972222,No
India,Surat,2012,"3 stations, NA",97,Measured,51.93329938,Converted,Open Government Data (OGD) Plateform India,21.19499969,72.81944275,No
India,Tezpur,2015,2 N.A.,56.32,Measured,37.16,Measured,"MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",26.70093611,92.83028333,No
India,Tezpur,2016,2 N.A.,52.42,Measured,32.56,Measured,"MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",26.70093611,92.83028333,No
India,Thane,2012,"3 stations, NA",72.66666667,Measured,38.9053583,Converted,Open Government Data (OGD) Plateform India,19.21833038,72.97808838,Yes
India,Thiruvananthapuram,2012,"4 stations, NA",54.5,Measured,29.17901872,Converted,Open Government Data (OGD) Plateform India,8.524139404,76.93663788,Yes
India,Tinsukia,2012,"2 stations, NA",56.5,Measured,30.2498084,Converted,Open Government Data (OGD) Plateform India,27.48946381,95.36014557,No
India,Tirumala,2014,1 N.A.,61.97196262,Measured,33.65242291,Converted,CPCB,14.13944444,79.58944444,No
India,Tirupati,2012,1 N.A.,68.27619048,Measured,37.07578621,Converted,CPCB,14.05777778,79.70888889,Yes
India,Trichy,2012,"5 stations, NA",75.4,Measured,40.36877086,Converted,Open Government Data (OGD) Plateform India,10.79048347,78.70467377,No
India,Trivendrum,2015,2 N.A.,39.76,Measured,24.26,Measured,"MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",8.522859722,76.90972222,No
India,Trivendrum,2016,2 N.A.,47.76,Measured,34.93,Measured,"MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",8.522859722,76.90972222,No
India,Tura,2012,"1 station, NA",52,Measured,27.84053162,Converted,Open Government Data (OGD) Plateform India,25.51407051,90.20321655,No
India,Udaipur,2015,2 N.A.,117.49,Measured,46.58,Measured,"MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",24.59403333,73.73121389,Yes
India,Udaipur,2016,2 N.A.,98.17,Measured,40.63,Measured,"MAPAN-SAFAR, System Of Air Quality And Weather Forecasting And Research (Safar-India)",24.59403333,73.73121389,Yes
India,Ujjain,2012,"3 stations, NA",80.33333333,Measured,43.01005206,Converted,Open Government Data (OGD) Plateform India,23.17930031,75.78491211,Yes
India,Vadodara,2012,"3 stations, NA",102.3333333,Measured,54.78873852,Converted,Open Government Data (OGD) Plateform India,22.3073101,73.18109894,No
India,Vapi,2012,"2 stations, NA",100,Measured,53.53948389,Converted,Open Government Data (OGD) Plateform India,20.3712368,72.90634155,No
India,Varanasi,2013,1 N.A.,416.3,Measured,216.62,Measured,CPCB,25.3476423,82.9809505,Yes
India,Varanasi,2014,1 N.A.,232.54,Measured,180.31,Measured,CPCB,25.3476423,82.9809505,Yes
India,Varanasi,2015,2 N.A.,222.47,Measured,115.345,Measured,CPCB,25.34909893,82.97964192,Yes
India,Varanasi,2016,2 N.A.,260.06,Measured,146.29,Measured,CPCB,25.34909893,82.97964192,Yes
India,Vishakhapatnam,2012,NA,64.875,Measured,34.73374018,Converted,Open Government Data (OGD) Plateform India,17.68681526,83.21848297,Yes
India,Vizag,2015,1 N.A.,70.2,Measured,33.28,Measured,System Of Air Quality And Weather Forecasting And Research (Safar-India),17.7,83.3,No
India,Vizag,2016,1 N.A.,76.14,Measured,34.43,Measured,System Of Air Quality And Weather Forecasting And Research (Safar-India),17.7,83.3,No
India,Warangal,2012,"1 station, NA",49,Measured,26.23434711,Converted,Open Government Data (OGD) Plateform India,18.00005531,79.58816528,No
Indonesia,Bandung,2014,-,59.33215833,Converted,33,Measured,http://spartan-network.org/,-6.914700031,107.6098022,Yes
Indonesia,Jakarta,2016,1 Urban,82.32662211,Converted,44.86445593,Measured,AirNow DOS,-6.214833,106.819879,Yes
Malaysia,Bayan Lepas,2014,"1 station, NA",33.85,Measured,17.83262737,Converted,"Minsitry of Science, Technology and Innovation (MOSTI)",5.321008205,100.2901382,No
Malaysia,Kuantan,2014,"1 station, NA",27.25,Measured,14.35566014,Converted,"Minsitry of Science, Technology and Innovation (MOSTI)",1.530976057,110.344223,No
Malaysia,Kuching,2014,"1 station, NA",26.12222222,Measured,13.7615319,Converted,"Minsitry of Science, Technology and Innovation (MOSTI)",1.530976057,110.344223,No
Malaysia,Petaling Jaya,2014,"1 station, NA",47.21,Measured,24.87085194,Converted,"Minsitry of Science, Technology and Innovation (MOSTI)",3.107094049,101.6082535,No
Malaysia,Senai,2014,"1 station, NA",30.32,Measured,15.97297672,Converted,"Minsitry of Science, Technology and Innovation (MOSTI)",1.620286942,103.6563339,No
Malaysia,Tanah Rata,2014,"1 station, NA",19.56666667,Measured,10.3079786,Converted,"Minsitry of Science, Technology and Innovation (MOSTI)",4.473849773,101.3785706,No
Myanmar,Kathar,2013,"1 station, NA",76,Measured,42.27050002,Converted,http://asialeds.org/sites/default/files/resource/file/Myanmar_country_profile.pdf,24.18211937,96.33058167,No
Myanmar,Kyauk Pa Taung,2013,"1 station, NA",89,Measured,49.50098029,Converted,http://asialeds.org/sites/default/files/resource/file/Myanmar_country_profile.pdf,20.84434509,95.12757111,No
Myanmar,Kyaukphyu,2009,"1 station, NA",136,Measured,75.64194741,Converted,http://asialeds.org/sites/default/files/resource/file/Myanmar_country_profile.pdf,19.42120361,93.54585266,No
Myanmar,Mawlamyaing,2012,"1 station, NA",124,Measured,68.96765793,Converted,http://asialeds.org/sites/default/files/resource/file/Myanmar_country_profile.pdf,16.45431709,97.64395905,No
Myanmar,Meikhtilar,2013,"1 station, NA",59.1,Measured,32.87087567,Converted,http://asialeds.org/sites/default/files/resource/file/Myanmar_country_profile.pdf,20.87659264,95.86016083,No
Myanmar,Namkham,2012,"1 station, NA",127,Measured,70.6362303,Converted,http://asialeds.org/sites/default/files/resource/file/Myanmar_country_profile.pdf,23.83042336,97.68465424,No
Myanmar,Namthu,2012,"1 station, NA",31,Measured,17.24191448,Converted,http://asialeds.org/sites/default/files/resource/file/Myanmar_country_profile.pdf,23.09296036,97.39758301,No
Myanmar,Nay Pyi Taw,2015,1 Urban,47.41901961,Measured,25.84131914,Converted,Ministry of Health and Sports,19.755219,96.086865,No
Myanmar,Nay Pyi Taw,2016,1 Urban,44.24818182,Measured,24.11334939,Converted,Ministry of Health and Sports,19.755219,96.086865,No
Myanmar,Nyaung Oo,2013,"1 station, NA",91,Measured,50.61336187,Converted,http://asialeds.org/sites/default/files/resource/file/Myanmar_country_profile.pdf,21.17725182,94.92470551,No
Myanmar,Pyay-Aunglan,2013,"1 station, NA",44.4,Measured,24.69487107,Converted,http://asialeds.org/sites/default/files/resource/file/Myanmar_country_profile.pdf,19.36027336,95.21884155,No
Myanmar,Pyin Oo Lwin,2012,"1 station, NA",140,Measured,77.86671057,Converted,http://asialeds.org/sites/default/files/resource/file/Myanmar_country_profile.pdf,22.03917694,96.4716568,No
