country,city,location,sourceNames,count,firstUpdated,lastUpdated
IN,NOIDA,"Sector-62, Noida - IMD",CPCB,13597,2017-09-19,2018-02-21
IN,Nagpur,"Civil Lines, Nagpur - MPCB",CPCB,63793,2016-08-06,2018-02-22
IN,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","data.gov.in, caaqm",14182,2018-03-09,2019-02-14
IN,Nagpur,Opposite GPO Civil Lines Nagpur -MPCB,CPCB,295,2016-03-30,2016-04-05
IN,Nagpur,Opposite GPO Civil Lines-Nagpur MPCB,CPCB,5,2016-04-13,2016-04-13
IN,Nagpur,Opp. GPO Civil Lines-Nagpur MPCB,CPCB,10212,2016-04-12,2016-08-09
IN,Nagpur,Opposite GPO Civil Lines - Nagpur MPCB,CPCB,110,2016-04-11,2016-04-13
IN,Narnaul,"Shastri Nagar, Narnaul - HSPCB",caaqm,867,2019-02-12,2019-02-14
IN,Nashik,KTHM College Nashik-MPCB,CPCB,4,2016-08-09,2016-08-09
IN,Nashik,"Gangapur Road, Nashik - MPCB","data.gov.in, caaqm",48984,2018-03-09,2019-02-14
IN,Nashik,"KTHM College, Gangapur Road, Nashik-MPCB",CPCB,1071,2016-04-04,2016-05-02
IN,Nashik,Gangapur Road Nashik-MPCB,CPCB,5742,2016-05-03,2016-08-08
IN,Nashik,"KTHM College, Nashik - MPCB",CPCB,73071,2016-08-08,2018-02-22
IN,Navi Mumbai,"Airoli, Navi Mumbai - MPCB","data.gov.in, caaqm",25929,2018-03-09,2019-02-14
IN,Noida,"Sector - 62, Noida, UP - IMD","data.gov.in, caaqm",36901,2018-03-09,2018-12-28
IN,Noida,"Sector - 125, Noida, UP - UPPCB","data.gov.in, caaqm",52761,2018-03-09,2018-12-28
IN,Noida,"Sector - 125, Noida - UPPCB",caaqm,1299,2019-01-02,2019-02-14
IN,Noida,"Sector - 62, Noida - IMD",caaqm,898,2019-01-02,2019-02-14
IN,Pali,"Indira Colony Vistar,Pali - RSPCB",CPCB,3576,2017-10-15,2017-10-24
IN,Pali,"Indira Colony Vistar, Pali - RSPCB","data.gov.in, caaqm",48388,2018-03-09,2019-02-14
IN,Pali,"Indira Colony Vistar, Pali- RSPCB",CPCB,20928,2017-10-24,2018-02-22
IN,Palwal ,"Shyam Nagar, Palwal - HSPCB",caaqm,534,2019-02-12,2019-02-13
IN,Panchkula,"Sector-6, Panchkula - HSPCB ","data.gov.in, caaqm",34815,2018-03-09,2019-02-14
IN,Panchkula,Sector 6 Panchkula - HSPCB,CPCB,149964,2016-03-21,2018-02-22
IN,Panipat,"Sector-18, Panipat - HSPCB",caaqm,716,2019-02-12,2019-02-14
IN,Patiala,"Model Town, Patiala - PPCB","data.gov.in, caaqm",44088,2018-03-09,2019-02-14
IN,Patna,"IGSC Planetarium Complex, Patna - BSPCB","data.gov.in, caaqm",36994,2018-03-09,2019-02-14
IN,Patna,IGSC Planetarium Complex - Patna - BSPCB,CPCB,78424,2016-03-21,2018-02-22
IN,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","data.gov.in, CPCB, caaqm",64365,2017-11-21,2019-02-14
IN,Pune,"Karve Road Pune, Pune - MPCB","data.gov.in, caaqm",35948,2018-03-09,2018-11-15
IN,Pune,AAQMS Karve Road Pune,CPCB,148699,2016-03-21,2018-02-22
IN,Pune,"Karve Road, Pune - MPCB",caaqm,976,2019-01-03,2019-02-14
IN,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","data.gov.in, caaqm",44978,2018-03-09,2019-02-14
IN,Rajamahendravaram,"Anam Kala Kendram, Rajamahendravaram - APPCB",CPCB,14760,2017-11-28,2018-02-22
IN,Rajamahendravaram,"Anam Kala Kendram,Rajamahendravaram",CPCB,18455,2017-09-12,2017-11-28
IN,Rajamahendravaram,Godavari Railway Station,CPCB,1791,2017-09-05,2017-09-12
IN,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",caaqm,372,2019-01-03,2019-02-14
IN,Rohtak,"MD University, Rohtak - HSPCB","CPCB, caaqm",99737,2016-03-22,2019-02-14
IN,Rohtak,"MD University, Rohtak, Haryana - HSPCB","data.gov.in, caaqm",37059,2018-03-09,2018-12-28
IN,Rupnagar,"Ratanpura, Rupnagar - PPCB",caaqm,27233,2018-05-02,2019-02-14
IN,Satna,"Bandhavgarh, Satna - MPPCB",data.gov.in,300,2018-03-14,2018-03-26
IN,Satna,"Bandhavgar Colony, Satna - MPPCB","data.gov.in, caaqm",18334,2018-03-25,2019-02-14
IN,Satna,"Birla Staff colony, Satna - MPPCB",data.gov.in,124,2018-03-09,2018-03-14
IN,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","data.gov.in, caaqm",17539,2018-03-09,2019-02-14
IN,Siliguri,"Ward-32, Bapupara, Siliguri - WBPCB",CPCB,2833,2018-01-18,2018-02-22
IN,Siliguri,"Ward-32 Bapupara, , Siliguri - WBSPCB",CPCB,6,2018-01-18,2018-01-18
IN,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB","CPCB, data.gov.in, caaqm",62261,2017-11-30,2019-02-14
IN,Sirsa ,"F-Block, Sirsa - HSPCB",caaqm,737,2019-02-12,2019-02-14
IN,Solapur,"Solapur, Solapur - MPCB","data.gov.in, caaqm",1611,2018-03-09,2019-02-14
IN,Solapur,Maharashtra Pollution Control Board - Solapur,CPCB,255062,2016-03-21,2018-06-02
IN,Sonipat,"Murthal, Sonipat - HSPCB",caaqm,879,2019-02-12,2019-02-14
IN,Talcher,"Talcher Coalfields,Talcher - OSPCB","data.gov.in, caaqm",27793,2018-03-09,2019-02-13
IN,Thane,"Pimpleshwar Mandir, Thane - MPCB","data.gov.in, caaqm",40991,2018-03-09,2019-02-14
IN,Thane,Pimleshwar Mandir - Dombivali - MPCB,CPCB,808,2016-08-18,2016-08-22
IN,Thane,"Pimleshwar Mandir, Dombivali - MPCB",CPCB,176,2016-08-23,2016-08-24
IN,Thane,"Pimpleshwar Mandir, Dombivali - MPCB",CPCB,133231,2016-08-24,2018-02-22
IN,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram",CPCB,35055,2017-06-21,2017-11-28
IN,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","caaqm, data.gov.in",48248,2018-03-09,2019-02-14
IN,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - KSPCB",CPCB,15647,2017-11-28,2018-02-22
IN,Tirupati,Tirumala,CPCB,3307,2016-07-03,2016-07-11
IN,Tirupati,Tirumala-APPCB,CPCB,139017,2016-07-10,2017-11-28
IN,Tirupati,"Tirumala, Tirupati - APPCB","data.gov.in, CPCB, caaqm",60940,2017-11-28,2019-02-14
IN,Udaipur,"Ashok Nagar, Udaipur- RSPCB",CPCB,28831,2017-10-23,2018-02-22
IN,Udaipur,"Ashok Nagar, Udaipur - RSPCB","data.gov.in, caaqm",40556,2018-03-09,2019-02-14
IN,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB","data.gov.in, CPCB, caaqm",69653,2017-11-20,2019-02-14
IN,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","data.gov.in, caaqm",47892,2018-03-09,2019-02-14
IN,Varanasi,Ardhali Bazar,CPCB,186318,2016-03-22,2018-02-22
IN,Vatva,"Phase-4 GIDC, Vatva - GPCB",caaqm,846,2019-02-12,2019-02-14
IN,Vijayawada,"PWD Grounds,Vijayawara-APPCB",CPCB,35684,2017-04-27,2017-11-28
IN,Vijayawada,"PWD Grounds, Vijayawada - APPCB","data.gov.in, caaqm",24644,2018-03-09,2019-02-14
IN,Vijayawada,"PWD Grounds,Vijayawara - APPCB",CPCB,15127,2017-11-28,2018-02-22
IN,Visakhapatnam,GVM Corporation,CPCB,1573,2016-06-20,2016-07-01
IN,Visakhapatnam,"APIIC Kancharapalem, Visakhapatnam - APPCB",CPCB,1639,2017-12-11,2017-12-22
IN,Visakhapatnam,"PWD Grounds,Visakhapatnam-APPCB",CPCB,221,2017-04-26,2017-04-27
IN,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","caaqm, data.gov.in",42342,2018-03-09,2019-02-14
IN,Visakhapatnam,"GVMC Ram Nagar, Visakhapatnam - APPCB",CPCB,15033,2017-11-28,2018-02-22
IN,Visakhapatnam,GVMC Ram Nagar,CPCB,6,2016-07-08,2016-07-08
IN,Visakhapatnam,Visakhapatnam,CPCB,6,2016-06-21,2016-06-21
IN,Visakhapatnam,GVMC Ram Nagar-APPCB,CPCB,144100,2016-07-08,2017-11-28
IN,Visakhapatnam,APIIC Kancharapalem-APPCB,CPCB,49676,2017-04-27,2017-12-11
IN,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",caaqm,720,2019-02-12,2019-02-14
LK,Colombo,US Diplomatic Post: Colombo,StateAir_Colombo,11582,2017-09-25,2019-04-14
NP,Kathmandu,US Diplomatic Post: Phora Durbar,StateAir_PhoraDurbar,1032,2017-03-02,2017-03-24
NP,Kathmandu,US Diplomatic Post: Kathmandu,StateAir_Kathmandu,1032,2017-03-02,2017-03-24
NP,Kathmandu,US Diplomatic Post: Phora Durbar Kathmandu,StateAir_PhoraDurbar,29058,2017-04-13,2019-04-14
NP,Kathmandu,US Diplomatic Post: Embassy Kathmandu,StateAir_Kathmandu,29093,2017-04-13,2019-04-14
PH,Manila,SPARTAN - Manila Observatory,Spartan,958,2014-02-22,2014-05-13
SG,Singapore,SPARTAN - NUS,Spartan,1275,2015-08-02,2015-09-25
TH,Ayutthaya,"Pratu Chai, Phra Nakhon Si Ayutthayal",Thailand,88461,2015-10-24,2019-04-14
TH,Bangkok,"Samae Dam, Bang Khun Thian",Thailand,78077,2015-10-24,2019-04-14
TH,Bangkok,"Samsen Nai, Khet Phaya Thai",Thailand,60583,2015-10-24,2018-01-29
TH,Bangkok,"Bang Khun Thian, Chom Thong",Thailand,3085,2015-10-24,2015-12-02
TH,Bangkok,"Hiran Ruchi, Thon Buri",Thailand,37775,2015-10-24,2019-04-14
TH,Bangkok,"Phahol Yothin Rd., Khet Chatuchak",Thailand,57,2015-10-22,2015-11-30
TH,Bangkok,Bang Khun Thian,Thailand,6177,2018-03-28,2018-09-12
TH,Bangkok,"Chong Nonsi, Yannawa",Thailand,48337,2015-10-24,2018-01-11
TH,Bangkok,"Din Daeng, Din Daeng",Thailand,16181,2015-10-24,2019-04-14
TH,Bangkok,"Rama IV Rd., Pathum Wan",Thailand,32834,2015-06-25,2019-04-14
TH,Bangkok,"Lat Phrao Rd., Wang Thonglang",Thailand,46350,2015-10-24,2019-04-14
TH,Bangkok,"Phaya Thai, Khet Phaya Thai",Thailand,30089,2018-01-29,2019-04-14
TH,Bangkok,"Intarapitak Rd., Thon Buri",Thailand,101847,2015-10-24,2019-04-14
TH,Bangkok,"Bangna, Bangna",Thailand,98661,2015-10-24,2019-04-14
TH,Bangkok,"Pubpla, Wang Thonglang",Thailand,79410,2015-10-24,2019-04-14
TH,Bangkok,"Din Daeng Rd., Din Daeng",Thailand,46968,2015-10-24,2019-04-14
TH,Bangkok,"Khlong Chan, Bang kapi",Thailand,57633,2015-10-22,2019-04-14
TH,Chachoengsao,"Wang Yen, Plaeng Yao",Thailand,71671,2015-10-24,2019-04-14
TH,Chiang Mai,"Chang Phueak, Mueang",Thailand,93390,2015-10-22,2019-04-14
TH,Chiang Mai,"Si Phum, Mueang",Thailand,94548,2015-10-24,2019-04-14
TH,Chiang Rai,"Wiang Phang Kham, Mae Sai",Thailand,29718,2015-10-28,2019-04-14
TH,Chon Buri,"Si Racha, Si Racha",Thailand,64563,2015-10-27,2019-04-14
TH,Chon Buri,"Ban Suan, Mueang",Thailand,89951,2015-10-24,2019-04-14
TH,Chon Buri,"Thung Sukhla, Si Racha",Thailand,83167,2015-10-24,2019-04-14
TH,Kanchanaburi,"à¸ºBan-Tai, Kanchanaburi",Thailand,334,2017-05-05,2017-05-08
TH,Kanchanaburi,"Ban Nua, Kanchanaburi",Thailand,4580,2019-01-30,2019-03-13
TH,Kanchanaburi,"Ban Nuea, Kanchanaburi",Thailand,3468,2019-03-13,2019-04-14
TH,Kanchanaburi,"Pak Prak, Kanchanaburi",Thailand,59686,2017-06-07,2019-04-14
TH,Lampang,"Ban Dong, Mae Mo",Thailand,90557,2015-10-24,2019-04-14
TH,Lampang,"Sop Pat, Mae Mo",Thailand,116760,2015-10-24,2019-04-14
TH,Lampang,"Phra Bat, Mueang",Thailand,108940,2015-10-24,2019-04-14
TH,Lampang,"Mae Mo, Mae Mo",Thailand,87932,2015-10-24,2019-04-14
TH,Lamphun,"Nai Mueang, Mueang",Thailand,160991,2015-10-22,2019-04-14
TH,Lamphun,"Wiang Yong, Mueang",Thailand,22467,2018-08-22,2019-04-14
TH,Loei,"Na An, Mueang",Thailand,17925,2015-10-24,2019-04-14
TH,Mae Hong Son,"Chong Kham, Mueang",Thailand,67096,2015-10-24,2019-04-14
TH,Nakhon Sawan,"Pak Nam Pho, Mueang",Thailand,107094,2015-10-24,2019-04-14
TH,Nan,"Huai Kon, Chaloem Phra Kiat",Thailand,106773,2015-10-24,2019-04-14
TH,Nan,"Nai Wiang, Mueang",Thailand,85311,2015-10-22,2019-04-14
TH,Narathiwat,"Bang Nak, Mueang",Thailand,49724,2015-10-24,2019-04-14
TH,Nonthaburi,"Bang Phut, Pak Kret",Thailand,37845,2015-10-24,2019-04-14
TH,Nonthaburi,"Bang Kruai, Bang Kruai",Thailand,30376,2015-11-08,2019-03-23
TH,Pathum Thani,"Khlong Nueng, Khlong Luang",Thailand,19649,2015-10-24,2019-04-14
TH,Phayao,"Wiang, Mueang",Thailand,173625,2015-10-24,2019-04-14
TH,Phrae,"Na Chak, Mueang",Thailand,106880,2015-10-24,2019-04-14
TH,Phuket,"Talat Yai, Mueang",Thailand,65420,2015-10-24,2019-04-14
TH,Prachin Buri,"Tha Tum, Si Maha Phot",Thailand,76173,2016-05-26,2019-04-14
TH,Ratchaburi,"Na Mueang, Mueang",Thailand,106059,2015-10-24,2019-04-14
TH,Rayong,"Noen Phra, Mueang",Thailand,113142,2015-10-24,2019-04-14
TH,Rayong,"Pluak Daeng, Pluak Daeng",Thailand,79600,2015-10-24,2019-04-14
TH,Rayong,"Map Ta Phut, Mueang",Thailand,23275,2015-10-22,2019-04-14
TH,Rayong,"Huai Pong, Mueang",Thailand,39697,2015-10-24,2019-04-14
TH,Rayong,"Tha Pradu, Mueng",Thailand,87302,2015-10-23,2019-04-14
TH,Sa Kaeo,"Aranyaprathet, Aranyaprathet",Thailand,15951,2015-10-24,2019-04-14
TH,Samut Prakan,"Bang Prong, Mueang",Thailand,363024,2015-10-22,2017-08-25
TH,Samut Prakan,"Pak Nam, Mueang",Thailand,40014,2015-10-22,2019-04-14
TH,Samut Prakan,"Song Khanong, Phra Pradaeng",Thailand,97734,2015-10-24,2019-04-14
TH,Samut Prakan,"Bang Sao Thong, Bang Sao Thong",Thailand,69593,2015-10-24,2019-04-14
TH,Samut Prakan,Residence for Dept. of Primary Industries and Mines,Thailand,29388,2015-10-24,2019-04-03
TH,Samut Sakhon,"Om Noi, Krathum Baen",Thailand,40801,2015-10-24,2019-04-14
TH,Samut Sakhon,"Maha Chai, Mueang",Thailand,52199,2015-10-24,2019-04-14
TH,Saraburi,"Pak Phriao, Mueang",Thailand,67752,2015-10-24,2019-04-14
TH,Saraburi,"Na Phra Lan, Chaloem Phra Kiat",Thailand,115406,2015-10-24,2019-04-14
TH,Satun,"Phiman, Satun",Thailand,60403,2017-05-05,2019-04-14
TH,Songkhla,"Hat Yai, Hat Yai",Thailand,35134,2015-10-24,2019-01-31
TH,Surat Thani,"Makham Tia, Mueang",Thailand,109617,2015-10-24,2019-04-14
TH,Tak,"Mae Pa, Mae Sot",Thailand,8,2016-05-26,2016-05-26
TH,Yala,"Sateng, Mueang",Thailand,58377,2015-10-24,2019-04-14
VN,Hanoi,US Diplomatic Post: Hanoi,StateAir_Hanoi,26312,2015-12-11,2019-04-14
VN,Hanoi,SPARTAN - Vietnam Acad. Sci.,Spartan,914,2015-05-04,2015-08-21
VN,Ho Chi Minh City,US Diplomatic Post: Ho Chi Minh City,Ho Chi Minh City,24623,2016-02-29,2019-04-14
